CIK,Company,State/Country
0001420354,"CBRE Clarion Global, Ltd.formerly: ING CLARION GLOBAL LTD (filings through 2007-11-21)ING Clarion Global, Ltd. (filings through 2011-02-23)",D0
0001420617,PCM PRIVATE EQUITY CO-INVESTMENT I LPformerly: PCM PETF SPV LP (filings through 2008-01-14),MO
0001420661,GREYWOLF STRUCTURED PRODUCTS OPPORTUNITY FUND LP,NY
0001420662,GREYWOLF STRUCTURED PRODUCTS OPPORTUNITY FUND LTD,XX
0001420899,AVENUE BROADBAND HOLDINGS INC,TX
0001421275,"Chilton China Opportunities, L.P.formerly: Chilton China Opportunities LP (filings through 2009-10-26)",ct
0001421309,EURO CAPITAL INC,TX
0001421608,BEACH BAY RESIDENCES USA LLC,NY
0001421776,FIRST &amp; ELM REALTY,CA
0001421838,"STARWOOD CAPITAL, L.L.C.",CT
0001421925,"Perry 2007 Irrevocable Trust U/A/D December 13, 2007",NC
0001421974,BROOKFIELD ASSISTED LIVING - HOT SPRINGS LLC,KS
0001421975,BROOKFIELD AT OAKTREE LLC,KS
0001421993,BOSTON CAPITAL CORPORATE TAX CREDIT FUND XXIX LP,MA
0001422112,Western Acquisitions L.P.,VA
0001422190,Monarch Capital Fund Ltd,D8
0001422294,The Balbert Family Trust,
0001422474,JASPER STONE BROOKFIELD LLC,NE
0001422476,JASPER STONE SKYLINE LLC,NE
0001422527,PHOENIX ASIA REAL ESTATE INVESTMENTS III LP,XX
0001422530,PHOENIX ASIA REAL ESTATE INVESTMENTS II LP,XX
0001422880,RESERVOIR EXPLORATION TECHNOLOGY ASA (RXT),XX
0001422928,Phoenix 2007-A Natural Gas Program,pa
0001422931,Jasper Stone Land Opportunity LLC,ne
0001423046,RAM Funds,OH
0001423059,Dunn Brian S,
0001423186,AIRWIRE TECHNOLOGIESformerly: PINYON TECHNOLOGIES (filings through 2010-05-05)PINYON TECHONOLOGIES (filings through 2009-10-23),NV
0001423227,Allianz Funds Multi-Strategy Trust,NY
0001423303,"Tudor, Pickering, Holt &amp; Co., LLCformerly: Tudor Pickering Holt &amp; Co LLC (filings through 2008-02-19)",TX
0001423348,CLARION LION PROPERTIES FUND MASSACHUSETTS REIT TRUST,NY
0001423478,PINE BROOK CAPITAL PARTNERS LP,NY
0001423480,PINE BROOK ROAD EMPLOYEE FEEDER LP,NY
0001423481,PINE BROOK CAPITAL PARTNERS (CAYMAN) LP,NY
0001423618,PINE BROOK CAPITAL PARTNERS (SSP) LP,NY
0001423622,BREVET CAPITAL SPECIAL OPPORTUNITIES FUND LTD,NY
0001423725,Lufkin Andrew H.,
0001424138,PARK # 1 JOINT VENTURE,TX
0001424153,Samuel Derrick E,
0001424367,"Voya Financial Advisors, Inc.formerly: ING FINANCIAL PARTNERS INC (filings through 2014-01-17)",IA
0001424404,Wolverine Technologies Corp.SIC:1000- METAL MININGformerly: Wolverine Exploration Inc. (filings through 2015-08-04),A1
0001424446,Haines Robert C II,
0001424511,Ram Realty II REIT,FL
0001424634,Hutchins Dale L.,
0001424673,"NEUBERGER BERMAN GTAA FUND I, LTDformerly: LEHMAN BROTHERS GTAA FUND I LTD (filings through 2008-01-17)LEHMAN BROTHERS GTAA FUND I, LTD (filings through 2009-02-27)",NY
0001424954,Fortress Commodities Fund LP,ny
0001425183,BERGEN CHRISTOPHER B,
0001425253,JAT CAPITAL DOMESTIC FUND LP,NY
0001425259,JAT CAPITAL OFFSHORE FUND LTD,XX
0001425373,EJF DISTRESSED FUND LP,VA
0001425548,ASIA ALTERNATIVE CAPITAL PARTNERS II LP,CA
0001425703,"ROUND TABLE INTEREST RATE FUND, LTDformerly: ROUND TABLE ASSET RECOVERY FUND LTD (filings through 2010-03-05)ROUND TABLE ASSET RECOVERY FUND, LTD (filings through 2014-03-05)ROUND TABLE GLOBAL MULTI-STRATEGY FUND LTD (filings through 2009-03-13)",E9
0001425704,"ROUND TABLE INTEREST RATE FUND, LPformerly: ROUND TABLE ASSET RECOVERY FUND, LP (filings through 2014-03-05)ROUND TABLE GLOBAL MULTI-STRATEGY FUND LP (filings through 2009-03-13)",NC
0001425794,"BAYVIEW CAPITAL SECURITIES, LLC",MN
0001425808,HYDROCARB ENERGY CORPSIC:1311- CRUDE PETROLEUM &amp; NATURAL GASformerly: DUMA ENERGY CORP (filings through 2014-02-11)STRATEGIC AMERICAN OIL CORP (filings through 2012-03-22),TX
0001425825,"ALDEN GLOBAL EMERGING MARKETS FUND I, L.P.formerly: ALDEN GLOBAL EMERGING MARKETS FUND (OFFSHORE) LP (filings through 2009-01-15)ALDEN GLOBAL INDIA FUND LP (filings through 2008-01-31)",E9
0001425837,"ALDEN GLOBAL EMERGING MARKETS FUND I, LTD.formerly: ALDEN GLOBAL EMERGING MARKETS FUND (OFSHORE) LTD (filings through 2009-01-15)ALDEN GLOBAL INDIA FUND LTD (filings through 2008-04-18)",E9
0001425851,Pentwater Capital Management LP,IL
0001426002,"Nineteen Eighty-Nine, LLC",TX
0001426021,FORTRESS CREDIT OPPORTUNITIES FUND (B) LP,NY
0001426022,FORTRESS CREDIT OPPORTUNITIES FUND (A) LP,NY
0001426112,"Tildenrow Advisors, LLC",NY
0001426113,TILDENROW PARTNERS LP,NY
0001426150,PIMCO ABSOLUTE RETURN STRATEGY IV IDF LLC,CA
0001426325,ASIA ALTERNATIVES IVORY PARTNERS LP,CA
0001426338,"NEUBERGER BERMAN GTAA FUND II, LTDformerly: LEHMAN BROTHERS GTAA FUND II LTD (filings through 2008-02-04)LEHMAN BROTHERS GTAA FUND II, LTD (filings through 2009-02-27)",NY
0001426538,"RD Walking, Inc.",NY
0001426539,"RD Trade Shows, Inc.",NY
0001426540,"RD Publications, Inc.",NY
0001426541,RD Member Services Inc.,NY
0001426543,"RD Large Edition, Inc.",NY
0001426563,"RDA Sub Co.formerly: Books Are Fun, Ltd. (filings through 2008-06-27)",NY
0001426605,"RD Magazine Value Partners, Inc.",NY
0001426606,BlackRock (Luxembourg) S.A.,NJ
0001426728,"JAT CAPITAL MANAGEMENT, L.P.",CT
0001427085,CANDLEWOOD CAPITAL PARTNERS CO-INVESTORS LP,NY
0001427164,HARVEST CAP8ITAL ENHANCED LP,NY
0001427169,MOAB PARTNERS OFFSHORE LTD,NY
0001427358,Goldman Jack,
0001427561,TEEWINOT (QP) FUNDS LLC,NY
0001427671,"WESTERN ASSET EMERGING MARKETS CORPORATE CREDIT PORTFOLIO, L.L.C.formerly: WESTERN ASSET OPPORTUNISTIC DEVELOPING MARKETS CORPORATE CREDIT SECURITIES PORTFOLIO LLC (filings through 2009-03-11)WESTERN ASSET OPPORTUNISTIC DEVELOPING MARKETS CORPORATE CREDIT SECURITIES PORTFOLIO, L.L.C. (filings through 2011-04-07)",CA
0001427848,Hutchins Paul Henry,
0001428285,JASPER STONE REAL ESTATE FUND LLC,NE
0001428344,ALDEN GLOBAL CANADA FUND LP,XX
0001428445,Parallax Offshore Investors Fund Ltd.formerly: PARALLAX OFFSHORE INVESTORS FUND LTD (filings through 2009-03-09),E9
0001428455,Henderson Christopher J,
0001428495,ZAIS MATRIX VI B LP,NJ
0001428496,ZAIS MATRIX VI A LTD,XX
0001428497,"ZAIS Opportunity Fund, Ltd.formerly: ZAIS OPPORTUNITY FUND LTD (filings through 2009-03-16)",E9
0001428551,ANCHORAGE SHORT CREDIT OFFSHORE FUND II LTD,XX
0001428677,"THE CATAMOUNT GROUP, LLC",GA
0001428822,PANORAMA SOLUTIONS INC,FL
0001428882,SPECIALIZED PHARMACEUTICALS INC,PA
0001429074,"Mast Capital Management, LLCformerly: Mast Capital Management LLC (filings through 2014-11-14)",MA
0001429187,TIGER DYNAMICS CORP,TX
0001429260,"Fortress Biotech, Inc.SIC:2834- PHARMACEUTICAL PREPARATIONSformerly: CORONADO BIOSCIENCES INC (filings through 2015-04-27)",NY
0001429347,HALCYON PARTNERS OFFSHORE LTD.formerly: HALCYON OFFSHORE ENHANCED FUND (filings through 2009-03-13),NY
0001429351,HALCYON OFFSHORE FUND LTD,NY
0001429354,HALCYON OFFSHORE ASSET-BACKED VALUE FUND LTD,NY
0001429355,HALCYON EUROPEAN STRUCTURED OPPORTUNITIES OFFSHORE FUND LTD,NY
0001429356,HALCYON ASSET BACKED VALUE FUND LP,NY
0001429361,HALCYON EUROPEAN STRUCTURED OPPORTUNITIES FUND LP,NY
0001429363,HALCYON PORTABLE ALPHA II LP,NY
0001429364,HALCYON PORTABLE ALPHA I LP,NY
0001429365,HALCYON DIVERSIFIED FUND LP,NY
0001429386,"PHASERX, INC.formerly: PHASERX INC (filings through 2010-02-22)",WA
0001429614,Lim Linda Y.C.,
0001429630,Dunn Dan Kennedy,
0001429752,TWIN HAVEN OFFSHORE SPECIAL OPPORTUNITIES FUND III LPformerly: PEQUOT OFFSHORE SPECIAL OPPORTUNITIES FUND III LP (filings through 2008-03-11),E9
0001429755,"TWIN HAVEN SPECIAL OPPORTUNITIES FUND III, L.P.formerly: PEQUOT SPECIAL OPPORTUNITIES FUND III LP (filings through 2008-03-11)TWIN HAVEN SPECIAL OPPORTUNITIES FUND III LP (filings through 2011-03-15)",CT
0001429900,"Reach Messaging Holdings, Inc.SIC:7900- SERVICES-AMUSEMENT &amp; RECREATION SERVICESformerly: Formulawon, Inc (filings through 2010-02-09)",VA
0001430214,VERTICAL ATHLETICS INC,CA
0001430249,MONROE CORPORATE PARK PG LLC,WA
0001430285,Glynn Thomas James,
0001430310,Asia Alternatives Management LLC/ ADV,CA
0001430316,"GoldenTree Credit Opportunities, L.P.formerly: GOLDEN TREE CREDIT OPPORTUNITIES LP (filings through 2009-03-12)",NY
0001430317,MONROE CORPORATE PARK LLC,WA
0001430674,PIMCO ABSOLUTE RETURN STRATEGY V OFFSHORE FUND LTD,CA
0001430743,Starboard Value &amp; Opportunity Fund Ltdformerly: Ramius Value &amp; Opportunity Fund Ltd (filings through 2011-03-15)STARBOARD VALUE &amp; OPPORTUNITY OVERSEAS FUND LTD (filings through 2008-03-24),E9
0001430825,Starboard Value &amp; Opportunity Fund LPformerly: RAMIUS VALUE &amp; OPPORTUNITY FUND LP (filings through 2011-03-15)Ramius Value &amp; Opportunity Fund LP (filings through 2011-03-15)STARBOARD VALUE &amp; OPPORTUNITY PARTNERS LP (filings through 2009-03-13),NY
0001430918,PALO ALTO HEALTHCARE OFFSHORE II LTD,E9
0001431256,CQS Cayman LP,E9
0001431266,COUNTERPOINT GROUP INC,FL
0001431299,Wellington Capital Enterprises,NV
0001431338,CVC EUROPEAN EQUITY PARTNERS V (E) LP,XX
0001431339,CVC EUROPEAN EQUITY PARTNERS V (D) LP,XX
0001431340,CVC EUROPEAN EQUITY PARTNERS V LP,XX
0001431341,CVC EUROPEAN EQUITY PARTNERS V (C) LP,XX
0001431342,CVC EUROPEAN EQUITY PARTNERS V (B) LP,XX
0001431456,PIPER JAFFRAY CLENTECH FUND IV LP,MN
0001431457,PIPER JAFFRAY DIRECT FUND IV LP,MN
0001431458,PIPER JAFFRAY VENTURE FUND IV LP,MN
0001431459,PIPER JAFFRAY LBO FUND IV LP,MN
0001432241,OrbiMed Capital GP III LLC,NY
0001432332,LINDEN POINT CAPITAL GLOBAL OPPORTUNITY FUND LPformerly: LINDEN POINT CAPITAL GLOBAL OPPORETUNITY FUND LP (filings through 2008-04-09),NJ
0001432646,SOLUS CORE OPPORTUNITIES FUND II LTD,E9
0001432726,HIGHBRIDGE LONG TERM EQUITY PARTNERS LP,NY
0001432860,GOLDENTREE CLO DEBT RECOVERY OFFSHORE FUND LTD,XX
0001433434,TWIN ELITE ACCESS FUND LP,NY
0001433571,Janalia CORP,DC
0001433659,Peters Frank,
0001433664,Linden Robert V,
0001433747,ASIA ALTERNATIVES CAPITAL PARTNERS II LP,CA
0001433807,"Phoenix (Md.) Realty, LLC",MD
0001433862,UNIVERSA ASYMMETRY FUND LP,FL
0001434017,"SINOCOM PHARMACEUTICAL, INC.SIC:5122- WHOLESALE-DRUGS PROPRIETARIES &amp; DRUGGISTS&#39; SUNDRIESformerly: Tiger Acquisitions, Inc. (filings through 2009-02-27)",K3
0001434092,Universal Acquisitions Corp./DESIC:6770- BLANK CHECKS,X1
0001434127,HILDENE OPPORTUNITIES FUND LP,NY
0001434150,PANORAMA CAPITAL LP,CA
0001434199,STARWOOD DEBT FUND II LP,CT
0001434437,Outpoint Capital Management LLC,NY
0001434441,FULCRUM BIOENERGY INCSIC:2860- INDUSTRIAL ORGANIC CHEMICALS,CA
0001434454,PEM WESTGATE S LLC a Delaware llc,TX
0001434489,BROOKFIELD ASSISTED LIVING - JONESBORO LLC,KS
0001434491,BROOKFIELD AT ROOK ROAD LLC,KS
0001434579,SEER SIGNS &amp; GRAPHICS INC.,A1
0001434662,QUINN J. PAUL,
0001434771,BREVET CAPITAL SPECIAL OPPORTUNITIES FUND LP,NY
0001434871,Cairnhill Investments (Mauritius) Pte Ltd,O4
0001435116,CQS ASSET MANAGEMENT Ltdformerly: NEW CITY INVESTMENT MANAGERS LTD (filings through 2011-01-26),X0
0001435249,CQS (HONG KONG) LTD,K3
0001435250,CQS INVESTMENT MANAGEMENT LTD,X0
0001435258,Goldman Charles,
0001435349,GREAT AMERICAN OPPORTUNITIES INC,TN
0001435553,NORTHERN COMMUNICATIONS GROUP INC,CO
0001435627,GoldenTree Asset Management LLC,NY
0001435697,HIGHBRIDGE ASIA OPPORTUNITIES INSTITUTIONAL FUND LTD,NY
0001435724,Hutchinson D Bruce,
0001435815,CANYON HILLS ASSOCIATES LP,NM
0001435832,ELLINGTON CREDIT OPPORTUNITIES FUND LTD,CT
0001435833,ELLINGTON CREDIT OPPORTUNITIES PARTNERS LP,CT
0001435960,Haines Rachel A,
0001436021,"Panorama Capital, L.P.",CA
0001436200,V2GREEN INC,WA
0001436229,"BTCS Inc.SIC:7372- SERVICES-PREPACKAGED SOFTWAREformerly: BITCOIN SHOP INC. (filings through 2015-04-22)Bitcoin Shop, Inc. (filings through 2015-07-28)Hotel Management Systems, Inc. (filings through 2010-05-18)TouchIT Technologies, Inc. (filings through 2014-01-29)",VA
0001436536,Cairns Stephen J,
0001437072,Hyundai Auto Receivables Trust 2008-ASIC:6189- ASSET-BACKED SECURITIES,CA
0001437252,TIG GLOBAL EMERGING MARKETS QP LTD.formerly: TIEDEMANN GLOBAL EMERGING MARKETS QP LTD (filings through 2009-03-17)TIEDEMANN GLOBAL EMERGING MARKETS QP LTD. (filings through 2010-06-24),E9
0001437327,PARK AT MONROE MEDICAL PARTNERS LLC,NC
0001437355,RAM EAGLE LLC,ME
0001437413,PETERS DANIEL,
0001437626,SKYBRIDGE DEVELOPMENT CORP,XX
0001437829,PALO ALTO SPV I LP,CA
0001437945,MONROE CO-INVESTMENT LP,NY
0001437968,EMERALD CREEK LLC,WY
0001438000,BROOKFIELD ASSISTED LIVIING,KS
0001438002,BROOKFIELD AT MAIN LLC,KS
0001438171,"EJF Debt Opportunities Fund, L.P.formerly: EJF DISTRESSED FUND II LP (filings through 2009-03-13)",VA
0001438243,Quinn Ian,
0001438279,"Chilton Global Natural Resources International (BVI) Ltd.formerly: CHILTON GLOBAL NATURAL RESOURCES INTERNATIONAL (BVI) LTD (filings through 2010-03-04)Chilton Global Natural Resources International (BVI), Ltd. (filings through 2013-10-21)",CT
0001438311,CQS (UK) LLP,X0
0001438404,QFR VICTORIA FUND LTD,XX
0001438509,VARDE FUND IX LP,MN
0001438677,PIMCO ABSOLUTE RETURN STRATEGY III ONSHORE FUND LLC,CA
0001438741,NEUBERGER BERMAN INCOME PLUS MASTER FUND LP,NY
0001438742,Neuberger Berman Income Plus Fund LPformerly: NB INCOME PLUS FUND LP (filings through 2010-01-27),NY
0001438824,Ramius Enterprise LPformerly: RCG II LP (filings through 2009-03-13),NY
0001438825,Ramius Enterprise Ltdformerly: RCG II LTD (filings through 2009-03-13),NY
0001438955,"GREYWOLF EXECUTION PARTNERS, INC.formerly: GREYWOLF EQUITY PARTNERS, INC. (filings through 2009-01-20)",NY
0001439025,BOSTON CAPITAL CORPORATE TAX CREDIT FUND XXX A LP,MA
0001439037,FORE GOLF TRAIL LLC,VA
0001439152,CANYON I NAVIGATION CORP.,J3
0001439173,Alden Eileen,
0001439467,SILVERBACK ARBITRAGE FUND LLCformerly: INVESTCORP SILVERBACK ARBITRAGE FUND LLC (filings through 2013-09-26),NY
0001439666,Cumulus Investors LLC,MN
0001439718,"GoldenTree Leverage Loan Partners, L.P.formerly: GOLDENTREE LEVERAGE LOAN PARTNERS LP (filings through 2009-03-12)",NY
0001439720,GOLDENTREE CLO DEBT RECOVERY PARTNERS FUND LP,NY
0001439804,Weiss Barry D.,
0001439812,STARWOOD GLOBAL OPPORTUNITY FUND VIII LP,CT
0001440008,Marshall Christopher P,
0001440519,TWIN EXTENDED ALPHA FUND LP,PA
0001440642,ALDEN GLOBAL RUSSIA FUND LP,XX
0001440644,ALDEN GLOBAL FRONTIER FUND LP,XX
0001440667,ALDEN GLOBAL MENA FUND LP,XX
0001440917,Napier Iain J G,
0001441005,CQS LATIN AMERICAN EQUITY FEEDER FUND Ltdformerly: ALTIMA LATIN AMERICA FUND LTD (filings through 2011-07-21),E9
0001441071,WESTPORT NEW ENERGY FUND LLCformerly: GILMAN HILL NEW ENERGY FUND LLC (filings through 2009-07-23),CT
0001441072,HILDENE OPPORTUNITIES OFFSHORE FUND LTD,NY
0001441094,PINYON PEAK GLOBAL MANAGERS FUND LP,MA
0001441224,WEISS EDWARD J,
0001441246,COREY EDWARD E,
0001441406,FOREDESTINE SERIES FUND LLC,NY
0001441517,HAIN CAPITAL VALUE FUND LTD,E9
0001441597,Orbis Group,NY
0001441652,Napier A Lanham,
0001441674,SKYBRIDGE CAPITAL II MASTER LP,NY
0001441676,"SKYBRIDGE CAPITAL II (OFFSHORE) FUND, L.P.formerly: SKYBRIDGE CAPITAL II (OFFSHORE) FUND LP (filings through 2008-07-30)",NY
0001441680,"Hutchin Hill Diversified Alpha Master Fund Ltdformerly: HUTCHIN HILL CAPITAL MASTER FUND LTD (filings through 2008-07-30)HUTCHIN HILL CAPITAL MASTER FUND, LTD (filings through 2009-07-21)Hutchin Hill Capital Master Fund, Ltd. (filings through 2012-11-09)",E9
0001441688,SKYBRIDGE GP HOLDINGS LLC,NY
0001441691,"SKYBRIDGE CAPITAL II, L.P.formerly: SKYBRIDGE CAPITAL II LLC (filings through 2008-07-30)",NY
0001441721,SKYBRIDGE CAPITAL PARTNERS II LP,NY
0001441767,RAM POWER INC,CA
0001442095,York Douglas A,
0001442329,"ACADIAN GLOBAL MANAGED VOLATILITY EQUITY FUND, LLCformerly: ACADIAN GLOBAL LOW VOLATILITY EQUITY FUND, LLC (filings through 2014-06-10)ACADIAN GLOBAL LOW VOLATILITY FUND (filings through 2008-08-04)",MA
0001442330,"ACADIAN US GROWTH EQUITY FUND, LLCformerly: ACADIAN ALGORITHMIC US GROWTH FUND (filings through 2008-08-04)",MA
0001442331,ACADIAN NON-US CONCENTRATED FUND,MA
0001442333,ACADIAN CONCENTRATED LONG-SHORT FUNDformerly: ACADIAN CONCETRATED LONG SHORT FUND (filings through 2009-03-06),MA
0001442335,EURO CHOICE IV (SCOTLAND) LP,XX
0001442336,"Acadian North American Long-Short Equity Fund, LLCformerly: ACADIAN NORTH AMERICAN ALGORITHMIC MARKET NEUTRAL FUND (filings through 2008-08-04)",MA
0001442339,"ACADIAN EMERGING MARKETS LOCAL DEBT FUND, LLCformerly: ACADIAN EMERGING MARKETS LOCAL DEBT FUND LLC (filings through 2009-03-06)",MA
0001442392,LAND &amp; BUILDINGS CAPITAL GROWTH FUND LP,CT
0001442550,MARATHON DISTRESSED SUBPRIME FUND (CAYMAN) LTD,E9
0001442567,MAGNOLIA GARDENS SENIOR LIVING LLC,OR
0001442838,"Acadian Global Market Neutral Fund, LLCformerly: ACADIAN GLOBAL LONG-SHORT FUND LLC (filings through 2012-03-22)",MA
0001443416,TACONIC PARTNERS FUND LP,NY
0001443437,RA CAPITAL HEALTHCARE FUND LP,MA
0001443463,PANORAMA SOFTWARE INC,XX
0001443574,ACADIAN FUND LTD,MA
0001443667,G Capital Intrepid Fund LLC,NJ
0001443696,COUNTERPOINT LLC,CA
0001443847,Goldman Edwin H,
0001443887,VERTICAL INNOVATION ASSOCIATES INC,NC
0001443897,"Dialectic Antithesis Offshore, Ltd.formerly: DIALECTIC ANTITHESIS OFFSHORE LTD (filings through 2010-05-17)",NY
0001443905,PASSPORT ENERGY FUND LTD,D8
0001443906,PASSPORT ENERGY FUND LP,CA
0001444029,MUIRFIELD DOUBLE EAGLE FUND LTD,XX
0001444356,"PALO ALTO HEALTHCARE FUND, L.P.",CA
0001444357,"PALO ALTO HEALTHCARE MASTER FUND, L.P.",D0
0001444824,CVC CALIFORNIA LLC,FL
0001445040,Calypso Acquisition Corp.,CA
0001445158,Nine Dragons Paper Holdings LTD,NY
0001445183,Ahlers David M,
0001445202,Providence Equity GP VI International L.P. (Cayman Partnership),RI
0001445324,PHASE 14 LAND &amp; MINERALS LP,TX
0001445493,BERGENSONS HOLDINGS CORP,CA
0001445598,PASSPORT MD INC,FL
0001445645,INVESTCORP WMG ASIA FUND LLC,NY
0001445650,INVESTCORP STONEWORKS GLOBAL MACRO FUND LLC,NY
0001445812,"Opus Point Healthcare Offshore Fund, Ltd.",NY
0001445814,"Opus Point Healthcare Fund, LP",NY
0001445863,PEM TOWERS S LLC a Delaware llc,TX
0001446203,Haines John J,
0001446469,HARVEST AUTOMATION INC,MA
0001446556,Fortress Commodities Advisors LLC,NY
0001446840,INVESTCORP STONEWORKS GLOBAL MACRO FUND LTD,E9
0001446841,INVESTCORP WMG ASIA FUND LTD,E9
0001446855,ZAIS MATRIX VI-I LP,NJ
0001447010,NINE RIVERS CAPITAL LTD,O4
0001447088,HIGHBRIDGE LEVERAGED LOAN PARTNERS FUND LP,NY
0001447097,Gem Diamonds Ltd,NY
0001447535,BENEFITDECISIONS INC,IL
0001447775,Nine Dragons Paper (Holdings) Ltd,NY
0001447946,"CQS (US), LLCformerly: CQS (US) LLC (filings through 2013-08-15)",NY
0001448332,UNIVERSA BLACK SWAN PROTECTION PROTOCOL II LP,CA
0001448676,STARWOOD CAPITAL HOSPITALITY FUND II US LP,CT
0001448831,Paulson Advantage Master Ltd.,E9
0001448854,Paulson Advantage Select Ltd.,E9
0001448858,Paulson Advantage Plus Master Ltd.,E9
0001449186,GEM HOTEL UNION SQUARE LLC a Delaware llc,NY
0001449268,ASIA EMPIRE DEVELOPMENT LTD,XX
0001449297,UNIVERSA BLACK SWAN PROTECTION PROTOCOL III LP,CA
0001449477,ORBIS BIOSCIENCES INC,MO
0001449705,Jasper Daniel W,
0001449752,AHLBERG SCOTT,
0001449890,PROVIDENCE BANCORP INC,FL
0001449900,TRIAN CREDIT PARTNERS LP,NY
0001449986,Carlson Arne H,
0001450059,"Opus Point Healthcare Value Fund, LP",NY
0001450165,"Avenue AIV US, L.P.",NY
0001450231,NEUBERGER BERMAN - DJG SMALL CAP VALUE FUND LP,NY
0001450232,"Hutchin Hill Capital Domestic Fund, LPformerly: HUTCHIN HILL CAPITAL DOMESTIC FUND LP (filings through 2009-11-04)",NY
0001450316,MONARCH DEBT RECOVERY FUND LP,NY
0001450393,MONARCH DEBT RECOVERY FUND LTD,E9
0001450523,MONARCH CAPITAL PARTNERS OFFSHORE LP,E9
0001450735,HIGHBRIDGE CONVERTIBLE OPPORTUNITIES FUND LTD,NY
0001450736,HIGHBRIDGE CONVERTIBLE OPPORTUNITIES FUND LP,NY
0001450770,MONARCH CAPITAL PARTNERS LPformerly: MONARCH CAPTIAL PARTNERS LP (filings through 2008-11-14),NY
0001450796,BOSTON BASEBALL ALL-STARS LLC,MA
0001450883,"Independence Bio-Products, Inc.",OH
0001450931,Fortress (GAGACQ) LLC,NY
0001450970,"EJF Sidecar Fund, Series LLC",VA
0001451145,BOSTON BIOMEDICAL INC,MA
0001451188,HUTCHINS KENT J,
0001451325,RAM Fund LLC,CT
0001451636,Chilton Anthony S,
0001451704,"WHITEBOX CONVERTIBLE DISLOCATION FUND II, SERIES D",MN
0001451797,"Anchorage International Holdings Corp.SIC:2721- PERIODICALS:  PUBLISHING OR PUBLISHING AND PRINTINGformerly: Global Karaoke Network, Inc. (filings through 2013-10-15)Republik Media &amp; Entertainment, Ltd. (filings through 2011-07-21)",TN
0001451992,TACONIC MARKET DISLOCATION FUND II LP,NY
0001452048,TACONIC MARKET DISLOCATION OFFSHORE FUND II LP,NY
0001452107,"ACADIAN ADR FUND, LLCformerly: ACADIAN ADR FUND LLC (filings through 2009-12-02)",MA
0001452149,Whitebox Multi-Strategy Partners LPformerly: Whitebox Combined Partners LP (filings through 2009-08-03),D8
0001452157,Asia Cement (China) Holdings Corp,NY
0001452225,ALDEN GLOBAL OPPORTUNITIES FUND LPformerly: ALDEN GLOBAL DISTRESSED OPPORTUNITIES FUND LP (filings through 2013-03-14),NY
0001452226,ALDEN GLOBAL MENA FUND LTD,XX
0001452373,Mark Frappier S,
0001452514,Lim Jason H B,
0001452525,Hain Joseph,
0001452534,VARDE INVESTMENT PARTNERS LP,MN
0001452535,VARDE FUND IX-A LP,MN
0001452737,ANCHORAGE CROSSOVER CREDIT OFFSHORE FUND II LTD,E9
0001452771,Greywolf Capital Overseas Master Fund,NY
0001452836,WATERFALL INTERNATIONAL INCformerly: WATERFALL MOBILE INC (filings through 2008-12-16),CA
0001452842,LINDEN CAPITAL PARTNERS II LP,IL
0001452845,LINDEN CAPITAL PARTNERS II-A LP,IL
0001452941,ANCHORAGE CROSSOVER CREDIT FUND II LP,NY
0001453011,Mast OC I Master Fund L.P.,MA
0001453073,"Watershed Capital Partners II, L.P.",CA
0001453074,"Watershed Capital Partners (Offshore) II, L.P.",CA
0001453075,"Watershed Capital Institutional Partners II, L.P.",CA
0001453289,"JASPER RIDGE DIVERSIFIED, LPformerly: OHIM STRATEGIC PARTNERS LP (filings through 2013-03-26)",TX
0001453308,RAMIUS CREDIT FUND LTD,NY
0001453333,GEM REALTY FUND IV LP,IL
0001453381,"Jasper Ridge Partners, L.P.formerly: Oak Hill Investment Management, L.P. (filings through 2013-02-11)",CA
0001453382,"VISIUM BALANCED MASTER FUND, LTD.",E9
0001453417,Parker Andrew D,
0001453444,"LITESPEED MASTER FUND, LTD.",NY
0001453487,PCM PROVIDENT AGENCY FUND LTD,XX
0001453503,PCM PROVIDENT AGENCY FUND LP,MN
0001453506,"Alden Global Opportunities Fund (Cayman), L.P.formerly: Alden Global Distressed Opportunities (Cayman) Fund, L.P. (filings through 2009-01-06)Alden Global Distressed Opportunities Fund (Cayman), L.P. (filings through 2013-07-15)",Y9
0001453542,PIMCO CAYMAN COMMODITY FUND II LTD,CA
0001453599,JCRA FINANCIAL LLC,NY
0001453631,"WHITEBOX CONVERTIBLE DISLOCATION SEGREGATED PORTFOLIO II, SEGREGATED PORTFOLIO D OF WHITEBOX SPECIAL OPP FUND SPC LTD",MN
0001453852,Allianz Global Investors Asia Pacific Ltdformerly: RCM Asia Pacific Ltd (filings through 2015-05-15),K3
0001453905,CHESAPEAKE GARDENS INC,MD
0001453985,"STONERISE CAPITAL PARTNERS MASTER FUND, L.P.formerly: STONERISE CAPITAL PARTNERS MASTER FUND LP (filings through 2009-01-23)",E9
0001453987,"STONERISE CAPITAL PARTNERS, L.P.formerly: STONERISE CAPITAL PARTNERS LP (filings through 2010-01-21)",CA
0001454087,VECTOR INVESTMENTS LLC,WI
0001454602,VARDE INVESTMENT PARTNERS (OFFSHORE) LTD,MN
0001454712,"Tiga Energy Services Inc.SIC:6770- BLANK CHECKSformerly: OPTION PLACEMENT, INC. (filings through 2010-11-15)",TX
0001454817,TACONIC OPPORTUNITY FUND II LP,NY
